"","gbifID","accessRights","bibliographicCitation","language","license","modified","publisher","references","rightsHolder","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","degreeOfEstablishment","pathway","georeferenceVerificationStatus","occurrenceStatus","preparations","disposition","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","verticalDatum","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","verbatimIdentification","identificationQualifier","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","subfamily","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceFromCentroidInMeters","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","acceptedScientificName","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","projectId","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","level3Gid","level3Name","iucnRedListCategory","eventType"
"233",686885032,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","","","CC_BY_4_0","11/28/00 20:49",NA,"","","","http://grbio.org/cool/iakn-125z","","","KU","KUH","University of Kansas Biodiversity Institute Herpetology Collection","","PRESERVED_SPECIMEN","",NA,"","bd15162e-b069-11e3-8cfe-90b11c41863e","178343","","","",NA,NA,"","","",NA,NA,"",NA,NA,"Unverified","PRESENT","ETOH - 1","",NA,"","",NA,"","","","",NA,NA,"",NA,NA,"",NA,"","7/13/77 0:00","",NA,NA,1977,7,13,"","","",NA,NA,NA,NA,"","","","Ecuador, Napo","SOUTH_AMERICA","",NA,NA,"EC","Napo","","","1 km W Papallacta","","",NA,NA,NA,NA,"","",-0.374167,-78.145833,NA,NA,NA,"",NA,"","",NA,"","2004-09-07","MaNIS/HerpNET/ORNIS Georeferencing Guidelines","Map SA17-4 (Quito) map 1:250,000. IGM Ecuador","assumed on road to Pifo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","Atelopus ignescens (Cornalia, 1849)",NA,"",NA,NA,NA,NA,"","Animalia","Chordata","Amphibia","Anura","Bufonidae",NA,"Atelopus","Atelopus",NA,NA,"ignescens",NA,NA,"SPECIES",NA,"","","ACCEPTED",NA,"","dce00a1f-f6b4-4e11-9771-92c62c40ad80","US","9/7/23 19:08",3202.96215820312,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5216669,5216669,1,44,131,952,6727,2422265,NA,5216669,"Atelopus ignescens","Atelopus ignescens (Cornalia, 1849)","Atelopus ignescens",NA,"EML","9/7/23 19:08","9/5/23 9:31",TRUE,NA,NA,"ECU","Ecuador","ECU.16_1","Napo","ECU.16.4_1","Quijos","ECU.16.4.4_1","Papallacta","CR",NA
"234",686885031,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","","","CC_BY_4_0","11/28/00 20:49",NA,"","","","http://grbio.org/cool/iakn-125z","","","KU","KUH","University of Kansas Biodiversity Institute Herpetology Collection","","PRESERVED_SPECIMEN","",NA,"","bd1511bb-b069-11e3-8cfe-90b11c41863e","178342","","","",NA,NA,"","","",NA,NA,"",NA,NA,"Unverified","PRESENT","ETOH - 1","",NA,"","",NA,"","","","",NA,NA,"",NA,NA,"",NA,"","7/13/77 0:00","",NA,NA,1977,7,13,"","","",NA,NA,NA,NA,"","","","Ecuador, Napo","SOUTH_AMERICA","",NA,NA,"EC","Napo","","","1 km W Papallacta","","",NA,NA,NA,NA,"","",-0.374167,-78.145833,NA,NA,NA,"",NA,"","",NA,"","2004-09-07","MaNIS/HerpNET/ORNIS Georeferencing Guidelines","Map SA17-4 (Quito) map 1:250,000. IGM Ecuador","assumed on road to Pifo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","Atelopus ignescens (Cornalia, 1849)",NA,"",NA,NA,NA,NA,"","Animalia","Chordata","Amphibia","Anura","Bufonidae",NA,"Atelopus","Atelopus",NA,NA,"ignescens",NA,NA,"SPECIES",NA,"","","ACCEPTED",NA,"","dce00a1f-f6b4-4e11-9771-92c62c40ad80","US","9/7/23 19:08",3202.96215820312,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5216669,5216669,1,44,131,952,6727,2422265,NA,5216669,"Atelopus ignescens","Atelopus ignescens (Cornalia, 1849)","Atelopus ignescens",NA,"EML","9/7/23 19:08","9/5/23 9:31",TRUE,NA,NA,"ECU","Ecuador","ECU.16_1","Napo","ECU.16.4_1","Quijos","ECU.16.4.4_1","Papallacta","CR",NA
"235",686885030,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","","","CC_BY_4_0","11/28/00 20:49",NA,"","","","http://grbio.org/cool/iakn-125z","","","KU","KUH","University of Kansas Biodiversity Institute Herpetology Collection","","PRESERVED_SPECIMEN","",NA,"","bd1508f3-b069-11e3-8cfe-90b11c41863e","178341","","","",NA,NA,"","","",NA,NA,"",NA,NA,"Unverified","PRESENT","ETOH - 1","",NA,"","",NA,"","","","",NA,NA,"",NA,NA,"",NA,"","7/7/77 0:00","",NA,NA,1977,7,7,"","","",NA,NA,NA,NA,"","","","Ecuador, Pichincha","SOUTH_AMERICA","",NA,NA,"EC","Pichincha","","","1.5 km E & 3.5 km S San Juan","","",NA,NA,NA,NA,"","",-0.31693,-78.6093,NA,NA,NA,"",NA,"","",NA,"","2004-08-10","MaNIS/HerpNET/ORNIS Georeferencing Guidelines","Map SA17-4 (Quito) map 1:250,000. IGM Ecuador","assumed by air; original coordinates in deg,min,sec for San Juan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","Atelopus ignescens (Cornalia, 1849)",NA,"",NA,NA,NA,NA,"","Animalia","Chordata","Amphibia","Anura","Bufonidae",NA,"Atelopus","Atelopus",NA,NA,"ignescens",NA,NA,"SPECIES",NA,"","","ACCEPTED",NA,"","dce00a1f-f6b4-4e11-9771-92c62c40ad80","US","9/7/23 19:08",3780.1708984375,NA,NA,NA,NA,"GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5216669,5216669,1,44,131,952,6727,2422265,NA,5216669,"Atelopus ignescens","Atelopus ignescens (Cornalia, 1849)","Atelopus ignescens",NA,"EML","9/7/23 19:08","9/5/23 9:31",TRUE,NA,NA,"ECU","Ecuador","ECU.19_1","Pichincha","ECU.19.6_1","Quito","ECU.19.6.16_1","Lloa","CR",NA
"236",686885029,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","","","CC_BY_4_0","7/16/20 19:08",NA,"","","","http://grbio.org/cool/iakn-125z","","","KU","KUH","University of Kansas Biodiversity Institute Herpetology Collection","","PRESERVED_SPECIMEN","",NA,"","bd14f6a5-b069-11e3-8cfe-90b11c41863e","178340","","","",NA,NA,"","","",NA,NA,"",NA,NA,"Unverified","PRESENT","ETOH - 1","",NA,"","",NA,"","","","",NA,NA,"",NA,NA,"",NA,"","7/7/77 0:00","",NA,NA,1977,7,7,"","","",NA,NA,NA,NA,"","","","Ecuador, Pichincha","SOUTH_AMERICA","",NA,NA,"EC","Pichincha","","","1.5 km E & 3.5 km S San Juan","","",NA,NA,NA,NA,"","",-0.31693,-78.6093,NA,NA,NA,"",NA,"","",NA,"","2004-08-10","MaNIS/HerpNET/ORNIS Georeferencing Guidelines","Map SA17-4 (Quito) map 1:250,000. IGM Ecuador","assumed by air; original coordinates in deg,min,sec for San Juan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","Atelopus ignescens (Cornalia, 1849)",NA,"",NA,NA,NA,NA,"","Animalia","Chordata","Amphibia","Anura","Bufonidae",NA,"Atelopus","Atelopus",NA,NA,"ignescens",NA,NA,"SPECIES",NA,"","","ACCEPTED",NA,"","dce00a1f-f6b4-4e11-9771-92c62c40ad80","US","9/7/23 19:08",3780.1708984375,NA,NA,NA,NA,"GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5216669,5216669,1,44,131,952,6727,2422265,NA,5216669,"Atelopus ignescens","Atelopus ignescens (Cornalia, 1849)","Atelopus ignescens",NA,"EML","9/7/23 19:08","9/5/23 9:31",TRUE,NA,NA,"ECU","Ecuador","ECU.19_1","Pichincha","ECU.19.6_1","Quito","ECU.19.6.16_1","Lloa","CR",NA
"237",686885028,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","","","CC_BY_4_0","11/28/00 20:49",NA,"","","","http://grbio.org/cool/iakn-125z","","","KU","KUH","University of Kansas Biodiversity Institute Herpetology Collection","","PRESERVED_SPECIMEN","",NA,"","bd14f2a8-b069-11e3-8cfe-90b11c41863e","178339","","","",NA,NA,"","","",NA,NA,"",NA,NA,"Unverified","PRESENT","ETOH - 1","",NA,"","",NA,"","","","",NA,NA,"",NA,NA,"",NA,"","7/3/77 0:00","",NA,NA,1977,7,3,"","","",NA,NA,NA,NA,"","","","Ecuador, Cotopaxi","SOUTH_AMERICA","",NA,NA,"EC","Cotopaxi","","","Latacunga","","",NA,NA,NA,NA,"","",-0.933333,-78.616669,NA,NA,NA,"",NA,"","",NA,"","2003-10-02","MaNIS/HerpNET/ORNIS Georeferencing Guidelines","Alexandria Digital Library","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","Atelopus ignescens (Cornalia, 1849)",NA,"",NA,NA,NA,NA,"","Animalia","Chordata","Amphibia","Anura","Bufonidae",NA,"Atelopus","Atelopus",NA,NA,"ignescens",NA,NA,"SPECIES",NA,"","","ACCEPTED",NA,"","dce00a1f-f6b4-4e11-9771-92c62c40ad80","US","9/7/23 19:08",2772.13037109375,NA,NA,NA,NA,"","",TRUE,FALSE,5216669,5216669,1,44,131,952,6727,2422265,NA,5216669,"Atelopus ignescens","Atelopus ignescens (Cornalia, 1849)","Atelopus ignescens",NA,"EML","9/7/23 19:08","9/5/23 9:31",TRUE,NA,NA,"ECU","Ecuador","ECU.6_1","Cotopaxi","ECU.6.2_1","Latacunga","ECU.6.2.6_1","Latacunga","CR",NA
"290",686871336,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","","","CC_BY_4_0","10/8/10 9:23",NA,"","","","http://grbio.org/cool/iakn-125z","","","KU","KUH","University of Kansas Biodiversity Institute Herpetology Collection","","PRESERVED_SPECIMEN","",NA,"","bc74179e-b069-11e3-8cfe-90b11c41863e","164758","","","",NA,NA,"","","",NA,NA,"",NA,NA,"Unverified","PRESENT","ETOH - 1","",NA,"","",NA,"","","","",NA,NA,"",NA,NA,"",NA,"","4/26/75 0:00","",NA,NA,1975,4,26,"","","",NA,NA,NA,NA,"","","","Ecuador, Napo","SOUTH_AMERICA","",NA,NA,"EC","Napo","","","Laguna de Papallacta","","",NA,NA,NA,NA,"","",-0.376667,-78.157778,NA,NA,NA,"",NA,"","",NA,"","2004-09-07","MaNIS/HerpNET/ORNIS Georeferencing Guidelines","Map SA17-4 (Quito) map 1:250,000. IGM Ecuador","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","Atelopus ignescens (Cornalia, 1849)",NA,"",NA,NA,NA,NA,"","Animalia","Chordata","Amphibia","Anura","Bufonidae",NA,"Atelopus","Atelopus",NA,NA,"ignescens",NA,NA,"SPECIES",NA,"","","ACCEPTED",NA,"","dce00a1f-f6b4-4e11-9771-92c62c40ad80","US","9/7/23 19:08",3396.56884765625,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5216669,5216669,1,44,131,952,6727,2422265,NA,5216669,"Atelopus ignescens","Atelopus ignescens (Cornalia, 1849)","Atelopus ignescens",NA,"EML","9/7/23 19:08","9/5/23 9:31",TRUE,NA,NA,"ECU","Ecuador","ECU.16_1","Napo","ECU.16.4_1","Quijos","ECU.16.4.4_1","Papallacta","CR",NA
"291",686858688,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","","","CC_BY_4_0","11/28/00 20:48",NA,"","","","http://grbio.org/cool/iakn-125z","","","KU","KUH","University of Kansas Biodiversity Institute Herpetology Collection","","PRESERVED_SPECIMEN","",NA,"","bbce48ed-b069-11e3-8cfe-90b11c41863e","152041","","","",NA,NA,"","","",NA,NA,"",NA,NA,"Unverified","PRESENT","ETOH - 1","",NA,"","",NA,"","","","",NA,NA,"",NA,NA,"",NA,"","5/29/71 0:00","",NA,NA,1971,5,29,"","","",NA,NA,NA,NA,"","","","Ecuador, Pichincha","SOUTH_AMERICA","",NA,NA,"EC","Pichincha","","","E slope Volcan de Pichincha","","",NA,NA,NA,NA,"","",-0.172222,-78.536944,NA,NA,NA,"",NA,"","",NA,"","2004-08-30","MaNIS/HerpNET/ORNIS Georeferencing Guidelines","Map SA17-4 (Quito) map 1:250,000. IGM Ecuador","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","Atelopus ignescens (Cornalia, 1849)",NA,"",NA,NA,NA,NA,"","Animalia","Chordata","Amphibia","Anura","Bufonidae",NA,"Atelopus","Atelopus",NA,NA,"ignescens",NA,NA,"SPECIES",NA,"","","ACCEPTED",NA,"","dce00a1f-f6b4-4e11-9771-92c62c40ad80","US","9/7/23 19:08",3555.44848632812,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5216669,5216669,1,44,131,952,6727,2422265,NA,5216669,"Atelopus ignescens","Atelopus ignescens (Cornalia, 1849)","Atelopus ignescens",NA,"EML","9/7/23 19:08","9/5/23 9:31",TRUE,NA,NA,"ECU","Ecuador","ECU.19_1","Pichincha","ECU.19.6_1","Quito","ECU.19.6.28_1","Quito","CR",NA
"292",686853423,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","","","CC_BY_4_0","6/6/11 19:10",NA,"","","","http://grbio.org/cool/iakn-125z","","","KU","KUH","University of Kansas Biodiversity Institute Herpetology Collection","","PRESERVED_SPECIMEN","",NA,"","bb826ad5-b069-11e3-8cfe-90b11c41863e","146765","","","",NA,NA,"","","",NA,NA,"",NA,NA,"Unverified","PRESENT","skel - 1; hyoid - 1; eggs - 1; ETOH - 1","",NA,"","",NA,"","","","",NA,NA,"",NA,NA,"",NA,"","4/27/72 0:00","",NA,NA,1972,4,27,"","","",NA,NA,NA,NA,"","","","Ecuador, Cotopaxi","SOUTH_AMERICA","",NA,NA,"EC","Cotopaxi","","","Mulalo","","",NA,NA,NA,NA,"","",-0.916667,-78.566667,NA,NA,NA,"",NA,"","",NA,"","2003-10-07","MaNIS/HerpNET/ORNIS Georeferencing Guidelines","Geonames Query Page (gnswww.nga.mil/geonames/GNS/index.jsp)","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","Atelopus ignescens (Cornalia, 1849)",NA,"",NA,NA,NA,NA,"","Animalia","Chordata","Amphibia","Anura","Bufonidae",NA,"Atelopus","Atelopus",NA,NA,"ignescens",NA,NA,"SPECIES",NA,"","","ACCEPTED",NA,"","dce00a1f-f6b4-4e11-9771-92c62c40ad80","US","9/7/23 19:08",2923.01000976562,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5216669,5216669,1,44,131,952,6727,2422265,NA,5216669,"Atelopus ignescens","Atelopus ignescens (Cornalia, 1849)","Atelopus ignescens",NA,"EML","9/7/23 19:08","9/5/23 9:31",TRUE,NA,NA,"ECU","Ecuador","ECU.6_1","Cotopaxi","ECU.6.2_1","Latacunga","ECU.6.2.6_1","Latacunga","CR",NA
"293",686853422,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","","","CC_BY_4_0","6/6/11 19:09",NA,"","","","http://grbio.org/cool/iakn-125z","","","KU","KUH","University of Kansas Biodiversity Institute Herpetology Collection","","PRESERVED_SPECIMEN","",NA,"","bb82675c-b069-11e3-8cfe-90b11c41863e","146764","","","",NA,NA,"","","",NA,NA,"",NA,NA,"Unverified","PRESENT","ETOH - 1; skel - 1; hyoid - 1","",NA,"","",NA,"","","","",NA,NA,"",NA,NA,"",NA,"","4/27/72 0:00","",NA,NA,1972,4,27,"","","",NA,NA,NA,NA,"","","","Ecuador, Cotopaxi","SOUTH_AMERICA","",NA,NA,"EC","Cotopaxi","","","Mulalo","","",NA,NA,NA,NA,"","",-0.916667,-78.566667,NA,NA,NA,"",NA,"","",NA,"","2003-10-07","MaNIS/HerpNET/ORNIS Georeferencing Guidelines","Geonames Query Page (gnswww.nga.mil/geonames/GNS/index.jsp)","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","Atelopus ignescens (Cornalia, 1849)",NA,"",NA,NA,NA,NA,"","Animalia","Chordata","Amphibia","Anura","Bufonidae",NA,"Atelopus","Atelopus",NA,NA,"ignescens",NA,NA,"SPECIES",NA,"","","ACCEPTED",NA,"","dce00a1f-f6b4-4e11-9771-92c62c40ad80","US","9/7/23 19:08",2923.01000976562,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5216669,5216669,1,44,131,952,6727,2422265,NA,5216669,"Atelopus ignescens","Atelopus ignescens (Cornalia, 1849)","Atelopus ignescens",NA,"EML","9/7/23 19:08","9/5/23 9:31",TRUE,NA,NA,"ECU","Ecuador","ECU.6_1","Cotopaxi","ECU.6.2_1","Latacunga","ECU.6.2.6_1","Latacunga","CR",NA
"294",686849681,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","","","CC_BY_4_0","11/28/00 20:48",NA,"","","","http://grbio.org/cool/iakn-125z","","","KU","KUH","University of Kansas Biodiversity Institute Herpetology Collection","","PRESERVED_SPECIMEN","",NA,"","bb5d4bc6-b069-11e3-8cfe-90b11c41863e","142949","","","",NA,NA,"","","",NA,NA,"",NA,NA,"Unverified","PRESENT","ETOH - 1","",NA,"","",NA,"","","","",NA,NA,"",NA,NA,"",NA,"","10/28/71 0:00","",NA,NA,1971,10,28,"","","",NA,NA,NA,NA,"","","","Ecuador, Napo","SOUTH_AMERICA","",NA,NA,"EC","Napo","","","Papallacta","","",NA,NA,NA,NA,"","",-0.366667,-78.133331,NA,NA,NA,"",NA,"","",NA,"","2003-10-29","MaNIS/HerpNET/ORNIS Georeferencing Guidelines","Alexandria Digital Library","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","Atelopus ignescens (Cornalia, 1849)",NA,"",NA,NA,NA,NA,"","Animalia","Chordata","Amphibia","Anura","Bufonidae",NA,"Atelopus","Atelopus",NA,NA,"ignescens",NA,NA,"SPECIES",NA,"","","ACCEPTED",NA,"","dce00a1f-f6b4-4e11-9771-92c62c40ad80","US","9/7/23 19:08",3616.97631835938,NA,NA,NA,NA,"","",TRUE,FALSE,5216669,5216669,1,44,131,952,6727,2422265,NA,5216669,"Atelopus ignescens","Atelopus ignescens (Cornalia, 1849)","Atelopus ignescens",NA,"EML","9/7/23 19:08","9/5/23 9:31",TRUE,NA,NA,"ECU","Ecuador","ECU.16_1","Napo","ECU.16.4_1","Quijos","ECU.16.4.4_1","Papallacta","CR",NA
"297",686849542,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","","","CC_BY_4_0","3/26/10 10:37",NA,"","","","http://grbio.org/cool/iakn-125z","","","KU","KUH","University of Kansas Biodiversity Institute Herpetology Collection","","PRESERVED_SPECIMEN","",NA,"","bb5c8adc-b069-11e3-8cfe-90b11c41863e","142817","","","",NA,NA,"","","",NA,NA,"",NA,NA,"Unverified","PRESENT","formalin - 1","",NA,"","",NA,"","","","",NA,NA,"",NA,NA,"",NA,"","7/8/71 0:00","",NA,NA,1971,7,8,"","","",NA,NA,NA,NA,"","","","Ecuador, Cotopaxi","SOUTH_AMERICA","",NA,NA,"EC","Cotopaxi","","","38.3 km W Pujili","","",NA,NA,NA,NA,"","",-0.95,-78.916667,NA,NA,NA,"",NA,"","",NA,"","2003-10-07","MaNIS/HerpNET/ORNIS Georeferencing Guidelines","Mapa Geografico del Ecuador 1:500,000; IGM Ecuador","assumed on road to Quevedo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","Atelopus ignescens (Cornalia, 1849)",NA,"",NA,NA,NA,NA,"","Animalia","Chordata","Amphibia","Anura","Bufonidae",NA,"Atelopus","Atelopus",NA,NA,"ignescens",NA,NA,"SPECIES",NA,"","","ACCEPTED",NA,"","dce00a1f-f6b4-4e11-9771-92c62c40ad80","US","9/7/23 19:08",3855.06591796875,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5216669,5216669,1,44,131,952,6727,2422265,NA,5216669,"Atelopus ignescens","Atelopus ignescens (Cornalia, 1849)","Atelopus ignescens",NA,"EML","9/7/23 19:08","9/5/23 9:31",TRUE,NA,NA,"ECU","Ecuador","ECU.6_1","Cotopaxi","ECU.6.4_1","Pujilí","ECU.6.4.7_1","Zumbahua","CR",NA
"298",686849030,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","","","CC_BY_4_0","11/28/00 20:48",NA,"","","","http://grbio.org/cool/iakn-125z","","","KU","KUH","University of Kansas Biodiversity Institute Herpetology Collection","","PRESERVED_SPECIMEN","",NA,"","bb59c9ba-b069-11e3-8cfe-90b11c41863e","142315","","","",NA,NA,"","","",NA,NA,"",NA,NA,"Unverified","PRESENT","ETOH - 1","",NA,"","",NA,"","","","",NA,NA,"",NA,NA,"",NA,"","7/8/71 0:00","",NA,NA,1971,7,8,"","","",NA,NA,NA,NA,"","","","Ecuador, Cotopaxi","SOUTH_AMERICA","",NA,NA,"EC","Cotopaxi","","","33.8 km W Pujili","","",NA,NA,NA,NA,"","",-0.95,-78.9,NA,NA,NA,"",NA,"","",NA,"","2003-10-07","MaNIS/HerpNET/ORNIS Georeferencing Guidelines","Mapa Geografico del Ecuador 1:500,000; IGM Ecuador","assumed on road to Quevedo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","Atelopus ignescens (Cornalia, 1849)",NA,"",NA,NA,NA,NA,"","Animalia","Chordata","Amphibia","Anura","Bufonidae",NA,"Atelopus","Atelopus",NA,NA,"ignescens",NA,NA,"SPECIES",NA,"","","ACCEPTED",NA,"","dce00a1f-f6b4-4e11-9771-92c62c40ad80","US","9/7/23 19:08",3500.767578125,NA,NA,NA,NA,"GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5216669,5216669,1,44,131,952,6727,2422265,NA,5216669,"Atelopus ignescens","Atelopus ignescens (Cornalia, 1849)","Atelopus ignescens",NA,"EML","9/7/23 19:08","9/5/23 9:31",TRUE,NA,NA,"ECU","Ecuador","ECU.6_1","Cotopaxi","ECU.6.4_1","Pujilí","ECU.6.4.7_1","Zumbahua","CR",NA
